Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,Precip,qc,Sol_Rad,qc,Vap_Pres,qc,Air_Temp,qc,Rel_Hum,qc,Wind_Speed,qc
6,Davis,Sacramento Valley,1/2/2016,1400,002,0.00, ,566, ,4.6, ,48.5, ,39, ,8.1, 
6,Davis,Sacramento Valley,1/2/2016,1500,002,0.00, ,398, ,4.9, ,48.3, ,42, ,7.9, 
6,Davis,Sacramento Valley,1/2/2016,1600,002,0.00, ,278, ,5.1, ,48.4, ,44, ,5.9, 
6,Davis,Sacramento Valley,1/2/2016,1700,002,0.00, ,42, ,4.9, ,46.7, ,45, ,7.7, 
6,Davis,Sacramento Valley,1/2/2016,1800,002,0.00, ,0, ,4.7, ,45.2, ,46, ,5.8, 
6,Davis,Sacramento Valley,1/2/2016,1900,002,0.00, ,0, ,5.0, ,44.3, ,50, ,5.7, 
6,Davis,Sacramento Valley,1/2/2016,2000,002,0.00, ,0, ,5.1, ,43.5, ,53, ,5.1, 
6,Davis,Sacramento Valley,1/2/2016,2100,002,0.00, ,0, ,5.2, ,43.2, ,55, ,5.3, 
6,Davis,Sacramento Valley,1/2/2016,2200,002,0.00, ,0, ,5.3, ,42.5, ,58, ,4.1, 
6,Davis,Sacramento Valley,1/2/2016,2300,002,0.00, ,0, ,5.2, ,42.5, ,56, ,4.5, 
6,Davis,Sacramento Valley,1/2/2016,2400,002,0.00, ,0, ,4.9, ,43.0, ,52, ,5.1, 
6,Davis,Sacramento Valley,1/3/2016,0100,003,0.00, ,0, ,4.9, ,42.9, ,53, ,3.6, 
6,Davis,Sacramento Valley,1/3/2016,0200,003,0.00, ,0, ,5.2, ,42.2, ,56, ,2.3, 
6,Davis,Sacramento Valley,1/3/2016,0300,003,0.00, ,0, ,5.4, ,41.8, ,60, ,1.9, 
6,Davis,Sacramento Valley,1/3/2016,0400,003,0.00, ,0, ,5.4, ,41.8, ,60, ,3.6, 
6,Davis,Sacramento Valley,1/3/2016,0500,003,0.00, ,0, ,5.3, ,41.2, ,60, ,4.0, 
6,Davis,Sacramento Valley,1/3/2016,0600,003,0.00, ,0, ,5.3, ,39.8, ,63, ,4.2, 
6,Davis,Sacramento Valley,1/3/2016,0700,003,0.00, ,0, ,5.2, ,38.3, ,66, ,3.5, 
6,Davis,Sacramento Valley,1/3/2016,0800,003,0.00, ,23, ,5.1, ,37.8, ,66, ,2.9, 
6,Davis,Sacramento Valley,1/3/2016,0900,003,0.00, ,126, ,5.4, ,39.8, ,64, ,3.7, 
6,Davis,Sacramento Valley,1/3/2016,1000,003,0.00, ,337, ,5.5, ,44.3, ,56, ,6.4, 
6,Davis,Sacramento Valley,1/3/2016,1100,003,0.00, ,549, ,5.7, ,47.6, ,51, ,7.0, 
6,Davis,Sacramento Valley,1/3/2016,1200,003,0.00, ,772, ,6.2, ,50.6, ,49, ,7.8, 
6,Davis,Sacramento Valley,1/3/2016,1300,003,0.00, ,699, ,6.5, ,52.1, ,49, ,8.7, 
6,Davis,Sacramento Valley,1/3/2016,1400,003,0.00, ,687, ,6.9, ,52.6, ,51, ,8.4, 
6,Davis,Sacramento Valley,1/3/2016,1500,003,0.00, ,510, ,6.5, ,53.9, ,46, ,8.2, 
6,Davis,Sacramento Valley,1/3/2016,1600,003,0.00, ,274, ,6.5, ,53.9, ,46, ,8.1, 
6,Davis,Sacramento Valley,1/3/2016,1700,003,0.00, ,53, ,6.5, ,51.6, ,50, ,6.0, 
6,Davis,Sacramento Valley,1/3/2016,1800,003,0.00, ,0, ,6.4, ,49.3, ,54, ,5.0, 
6,Davis,Sacramento Valley,1/3/2016,1900,003,0.00, ,0, ,6.4, ,47.8, ,56, ,5.1, 
6,Davis,Sacramento Valley,1/3/2016,2000,003,0.00, ,0, ,6.3, ,46.8, ,58, ,4.7, 
6,Davis,Sacramento Valley,1/3/2016,2100,003,0.00, ,0, ,6.3, ,44.9, ,62, ,3.6, 
6,Davis,Sacramento Valley,1/3/2016,2200,003,0.00, ,0, ,6.2, ,44.9, ,61, ,3.4, 
6,Davis,Sacramento Valley,1/3/2016,2300,003,0.00, ,0, ,6.2, ,44.7, ,62, ,2.6, 
6,Davis,Sacramento Valley,1/3/2016,2400,003,0.00, ,0, ,6.3, ,44.2, ,64, ,2.1, 
6,Davis,Sacramento Valley,1/4/2016,0100,004,0.00, ,0, ,6.4, ,43.6, ,66, ,1.0,I
6,Davis,Sacramento Valley,1/4/2016,0200,004,0.00, ,0, ,6.3, ,44.1, ,64, ,2.7, 
6,Davis,Sacramento Valley,1/4/2016,0300,004,0.00, ,0, ,6.3, ,45.0, ,62, ,1.5, 
6,Davis,Sacramento Valley,1/4/2016,0400,004,0.00, ,0, ,6.3, ,44.2, ,64, ,1.1, 
6,Davis,Sacramento Valley,1/4/2016,0500,004,0.00, ,0, ,6.7, ,43.0, ,71, ,1.5, 
6,Davis,Sacramento Valley,1/4/2016,0600,004,0.00, ,0, ,6.9, ,43.3, ,73, ,1.8, 
6,Davis,Sacramento Valley,1/4/2016,0700,004,0.00, ,0, ,7.5, ,43.1, ,79, ,2.4, 
6,Davis,Sacramento Valley,1/4/2016,0800,004,0.04, ,8, ,8.1, ,42.6, ,88, ,1.8, 
6,Davis,Sacramento Valley,1/4/2016,0900,004,0.05, ,55, ,8.4, ,42.8, ,90, ,2.3, 
6,Davis,Sacramento Valley,1/4/2016,1000,004,0.03, ,123, ,9.0, ,43.9, ,92, ,3.2, 
6,Davis,Sacramento Valley,1/4/2016,1100,004,0.05, ,198, ,9.5, ,44.7, ,94, ,4.3, 
6,Davis,Sacramento Valley,1/4/2016,1200,004,0.00, ,294, ,9.8, ,45.6, ,94, ,4.6, 
6,Davis,Sacramento Valley,1/4/2016,1300,004,0.01, ,173, ,10.0, ,45.6, ,96, ,5.2, 
6,Davis,Sacramento Valley,1/4/2016,1400,004,0.00, ,333, ,10.3, ,46.7, ,95, ,4.7, 
6,Davis,Sacramento Valley,1/4/2016,1500,004,0.00, ,268, ,10.5, ,48.0, ,92, ,3.4, 
6,Davis,Sacramento Valley,1/4/2016,1600,004,0.00, ,255, ,10.9, ,50.1, ,88, ,2.9, 
6,Davis,Sacramento Valley,1/4/2016,1700,004,0.00, ,42, ,11.0, ,51.5, ,84, ,4.1, 
6,Davis,Sacramento Valley,1/4/2016,1800,004,0.00, ,0, ,10.7, ,48.6, ,91, ,3.1, 
6,Davis,Sacramento Valley,1/4/2016,1900,004,0.00, ,0, ,10.7, ,47.9, ,95, ,1.3, 
6,Davis,Sacramento Valley,1/4/2016,2000,004,0.00, ,0, ,10.5, ,49.2, ,88, ,4.6, 
6,Davis,Sacramento Valley,1/4/2016,2100,004,0.00, ,0, ,10.4, ,48.9, ,88, ,3.6, 
6,Davis,Sacramento Valley,1/4/2016,2200,004,0.00, ,0, ,10.0, ,49.4, ,84, ,4.1, 
6,Davis,Sacramento Valley,1/4/2016,2300,004,0.00, ,0, ,9.7, ,50.2, ,78, ,6.3, 
6,Davis,Sacramento Valley,1/4/2016,2400,004,0.04, ,0, ,9.9, ,49.8, ,81, ,7.6, 
6,Davis,Sacramento Valley,1/5/2016,0100,005,0.11, ,0, ,10.6, ,48.6, ,91, ,7.6, 
6,Davis,Sacramento Valley,1/5/2016,0200,005,0.04, ,0, ,10.7, ,49.3, ,90, ,10.2, 
6,Davis,Sacramento Valley,1/5/2016,0300,005,0.09, ,0, ,10.9, ,49.7, ,90, ,11.5, 
6,Davis,Sacramento Valley,1/5/2016,0400,005,0.13, ,0, ,11.3, ,49.3, ,94, ,11.4, 
6,Davis,Sacramento Valley,1/5/2016,0500,005,0.03, ,0, ,11.3, ,49.2, ,95, ,12.0, 
6,Davis,Sacramento Valley,1/5/2016,0600,005,0.06, ,0, ,11.1, ,48.7, ,95, ,11.5, 
6,Davis,Sacramento Valley,1/5/2016,0700,005,0.09, ,0, ,11.3, ,48.7, ,96, ,9.7, 
6,Davis,Sacramento Valley,1/5/2016,0800,005,0.08, ,8, ,11.5, ,48.9, ,97, ,10.6, 
6,Davis,Sacramento Valley,1/5/2016,0900,005,0.01, ,92, ,11.6, ,49.2, ,97, ,8.8, 
6,Davis,Sacramento Valley,1/5/2016,1000,005,0.00, ,250, ,11.5, ,50.0, ,94, ,9.3, 
6,Davis,Sacramento Valley,1/5/2016,1100,005,0.00, ,447, ,11.7, ,51.6, ,90, ,10.5, 
6,Davis,Sacramento Valley,1/5/2016,1200,005,0.00, ,343, ,12.2, ,52.5, ,90, ,9.2, 
6,Davis,Sacramento Valley,1/5/2016,1300,005,0.04, ,182, ,12.8, ,52.2, ,96, ,7.7, 
6,Davis,Sacramento Valley,1/5/2016,1400,005,0.05, ,122, ,12.6, ,52.1, ,95, ,7.3, 
6,Davis,Sacramento Valley,1/5/2016,1500,005,0.03, ,148, ,11.5, ,51.5, ,89, ,6.2, 
6,Davis,Sacramento Valley,1/5/2016,1600,005,0.01, ,143, ,11.3, ,51.7, ,86, ,5.4, 
6,Davis,Sacramento Valley,1/5/2016,1700,005,0.00, ,117, ,11.5, ,51.7, ,88, ,6.5, 
6,Davis,Sacramento Valley,1/5/2016,1800,005,0.00, ,2, ,11.1, ,49.9, ,91, ,6.0, 
6,Davis,Sacramento Valley,1/5/2016,1900,005,0.00, ,0, ,10.8, ,48.7, ,92, ,7.0, 
6,Davis,Sacramento Valley,1/5/2016,2000,005,0.00, ,0, ,10.7, ,47.8, ,94, ,6.2, 
6,Davis,Sacramento Valley,1/5/2016,2100,005,0.00, ,0, ,10.5, ,46.9, ,96, ,5.4, 
6,Davis,Sacramento Valley,1/5/2016,2200,005,0.00, ,0, ,10.3, ,46.1, ,97, ,5.5, 
6,Davis,Sacramento Valley,1/5/2016,2300,005,0.00, ,0, ,10.1, ,46.1, ,95, ,7.4, 
6,Davis,Sacramento Valley,1/5/2016,2400,005,0.01, ,0, ,10.3, ,46.1, ,97, ,7.4, 
6,Davis,Sacramento Valley,1/6/2016,0100,006,0.00, ,0, ,10.3, ,46.4, ,96, ,7.2, 
6,Davis,Sacramento Valley,1/6/2016,0200,006,0.00, ,0, ,10.1, ,46.7, ,93, ,7.5, 
6,Davis,Sacramento Valley,1/6/2016,0300,006,0.00, ,0, ,10.0, ,47.3, ,90, ,9.1, 
6,Davis,Sacramento Valley,1/6/2016,0400,006,0.00, ,0, ,9.7, ,47.4, ,87, ,9.8, 
6,Davis,Sacramento Valley,1/6/2016,0500,006,0.00, ,0, ,9.7, ,47.6, ,87, ,9.3, 
6,Davis,Sacramento Valley,1/6/2016,0600,006,0.05, ,0, ,10.0, ,47.3, ,90, ,9.9, 
6,Davis,Sacramento Valley,1/6/2016,0700,006,0.15, ,0, ,10.5, ,46.9, ,96, ,8.9, 
6,Davis,Sacramento Valley,1/6/2016,0800,006,0.01, ,3, ,10.6, ,47.6, ,95, ,11.0, 
6,Davis,Sacramento Valley,1/6/2016,0900,006,0.02, ,45, ,10.2, ,48.4, ,88, ,16.3, 
6,Davis,Sacramento Valley,1/6/2016,1000,006,0.10, ,61, ,10.8, ,48.0, ,95, ,15.0, 
6,Davis,Sacramento Valley,1/6/2016,1100,006,0.02, ,176, ,11.1, ,48.8, ,94, ,16.1, 
6,Davis,Sacramento Valley,1/6/2016,1200,006,0.06, ,164, ,11.0, ,49.3, ,92, ,12.9, 
6,Davis,Sacramento Valley,1/6/2016,1300,006,0.02, ,261, ,11.4, ,50.3, ,92, ,13.1, 
6,Davis,Sacramento Valley,1/6/2016,1400,006,0.01, ,361, ,11.5, ,50.7, ,91, ,10.7, 
6,Davis,Sacramento Valley,1/6/2016,1500,006,0.00, ,272, ,11.5, ,51.6, ,88, ,9.6, 
6,Davis,Sacramento Valley,1/6/2016,1600,006,0.00, ,72, ,11.2, ,51.5, ,87, ,7.1, 
6,Davis,Sacramento Valley,1/6/2016,1700,006,0.24, ,7, ,10.0, ,47.4, ,90, ,8.2, 
6,Davis,Sacramento Valley,1/6/2016,1800,006,0.08, ,0, ,10.2, ,45.8, ,97, ,3.3, 
6,Davis,Sacramento Valley,1/6/2016,1900,006,0.09, ,0, ,10.4, ,46.1, ,99, ,3.4, 
6,Davis,Sacramento Valley,1/6/2016,2000,006,0.01, ,0, ,10.8, ,46.9, ,99, ,4.2, 
6,Davis,Sacramento Valley,1/6/2016,2100,006,0.01, ,0, ,10.9, ,47.0, ,99, ,5.0, 
6,Davis,Sacramento Valley,1/6/2016,2200,006,0.02, ,0, ,10.7, ,46.6, ,99, ,4.5, 
6,Davis,Sacramento Valley,1/6/2016,2300,006,0.05, ,0, ,10.7, ,46.6, ,99, ,4.3, 
6,Davis,Sacramento Valley,1/6/2016,2400,006,0.02, ,0, ,10.7, ,46.5, ,100, ,3.5, 
6,Davis,Sacramento Valley,1/7/2016,0100,007,0.02, ,0, ,10.6, ,46.2, ,100, ,6.0, 
6,Davis,Sacramento Valley,1/7/2016,0200,007,0.00, ,0, ,10.2, ,45.2, ,100, ,4.3, 
6,Davis,Sacramento Valley,1/7/2016,0300,007,0.00, ,0, ,10.0, ,44.4, ,100, ,1.8, 
6,Davis,Sacramento Valley,1/7/2016,0400,007,0.00, ,0, ,9.9, ,44.4, ,100, ,1.6, 
6,Davis,Sacramento Valley,1/7/2016,0500,007,0.00, ,0, ,10.1, ,44.9, ,100, ,1.0,I
6,Davis,Sacramento Valley,1/7/2016,0600,007,0.00, ,0, ,10.3, ,45.3, ,100, ,1.1, 
6,Davis,Sacramento Valley,1/7/2016,0700,007,0.00, ,0, ,10.3, ,45.3, ,100, ,1.0, 
6,Davis,Sacramento Valley,1/7/2016,0800,007,0.00, ,9, ,10.3, ,45.2, ,100, ,2.5, 
6,Davis,Sacramento Valley,1/7/2016,0900,007,0.00, ,64, ,10.3, ,45.4, ,100, ,3.0, 
6,Davis,Sacramento Valley,1/7/2016,1000,007,0.00, ,171, ,10.7, ,46.4, ,100, ,3.8, 
6,Davis,Sacramento Valley,1/7/2016,1100,007,0.00, ,272, ,10.8, ,47.3, ,97, ,3.5, 
6,Davis,Sacramento Valley,1/7/2016,1200,007,0.00, ,223, ,10.5, ,48.1, ,92, ,3.2, 
6,Davis,Sacramento Valley,1/7/2016,1300,007,0.00, ,247, ,10.1, ,49.0, ,85, ,3.8, 
6,Davis,Sacramento Valley,1/7/2016,1400,007,0.00, ,187, ,10.1, ,49.4, ,84, ,4.0, 
6,Davis,Sacramento Valley,1/7/2016,1500,007,0.00, ,414, ,9.8, ,50.3, ,79, ,5.3, 
6,Davis,Sacramento Valley,1/7/2016,1600,007,0.00, ,311, ,9.5, ,50.1, ,77, ,4.8, 
6,Davis,Sacramento Valley,1/7/2016,1700,007,0.00, ,117, ,9.4, ,49.0, ,80, ,3.1, 
6,Davis,Sacramento Valley,1/7/2016,1800,007,0.00, ,2, ,9.4, ,46.2, ,88, ,2.0, 
6,Davis,Sacramento Valley,1/7/2016,1900,007,0.00, ,0, ,9.1, ,43.2, ,96, ,1.7, 
6,Davis,Sacramento Valley,1/7/2016,2000,007,0.00, ,0, ,8.8, ,41.8, ,98, ,1.7, 
6,Davis,Sacramento Valley,1/7/2016,2100,007,0.00, ,0, ,8.5, ,40.6, ,99, ,1.4, 
6,Davis,Sacramento Valley,1/7/2016,2200,007,0.00, ,0, ,8.1, ,39.3, ,100, ,1.0,I
6,Davis,Sacramento Valley,1/7/2016,2300,007,0.00, ,0, ,7.8, ,38.0, ,100, ,1.3, 
6,Davis,Sacramento Valley,1/7/2016,2400,007,0.00, ,0, ,7.7, ,37.9, ,100, ,1.5, 
6,Davis,Sacramento Valley,1/8/2016,0100,008,0.00, ,0, ,7.7, ,37.7, ,100, ,1.7, 
6,Davis,Sacramento Valley,1/8/2016,0200,008,0.00, ,0, ,8.0, ,38.8, ,100, ,1.1, 
6,Davis,Sacramento Valley,1/8/2016,0300,008,0.00, ,0, ,7.8, ,38.3, ,100, ,1.5, 
6,Davis,Sacramento Valley,1/8/2016,0400,008,0.00, ,0, ,7.8, ,38.3, ,100, ,1.1, 
6,Davis,Sacramento Valley,1/8/2016,0500,008,0.00, ,0, ,7.5, ,37.1, ,100, ,1.4, 
6,Davis,Sacramento Valley,1/8/2016,0600,008,0.00, ,0, ,7.2, ,35.9, ,100, ,1.1, 
6,Davis,Sacramento Valley,1/8/2016,0700,008,0.00, ,0, ,7.2, ,36.1, ,100, ,1.1, 
6,Davis,Sacramento Valley,1/8/2016,0800,008,0.00, ,40, ,7.1, ,35.8, ,100, ,1.1, 
6,Davis,Sacramento Valley,1/8/2016,0900,008,0.00, ,280, ,7.9, ,38.3, ,100, ,1.3, 
6,Davis,Sacramento Valley,1/8/2016,1000,008,0.00, ,563, ,9.4, ,42.8, ,100, ,1.3, 
6,Davis,Sacramento Valley,1/8/2016,1100,008,0.00, ,854, ,9.9, ,45.9, ,93, ,3.8, 
6,Davis,Sacramento Valley,1/8/2016,1200,008,0.00, ,942, ,9.8, ,48.6, ,84, ,3.5, 
6,Davis,Sacramento Valley,1/8/2016,1300,008,0.00, ,904, ,9.7, ,50.0, ,79, ,5.4, 
6,Davis,Sacramento Valley,1/8/2016,1400,008,0.00, ,688, ,9.7, ,51.1, ,76, ,3.5, 
6,Davis,Sacramento Valley,1/8/2016,1500,008,0.00, ,400, ,9.6, ,51.4, ,74, ,1.9, 
6,Davis,Sacramento Valley,1/8/2016,1600,008,0.00, ,139, ,9.7, ,51.0, ,76, ,2.4, 
6,Davis,Sacramento Valley,1/8/2016,1700,008,0.00, ,34, ,10.0, ,49.6, ,82, ,3.5, 
6,Davis,Sacramento Valley,1/8/2016,1800,008,0.00, ,0, ,10.2, ,48.3, ,88, ,3.9, 
6,Davis,Sacramento Valley,1/8/2016,1900,008,0.00, ,0, ,9.9, ,47.3, ,90, ,2.9, 
6,Davis,Sacramento Valley,1/8/2016,2000,008,0.00, ,0, ,9.8, ,46.7, ,91, ,3.3, 
6,Davis,Sacramento Valley,1/8/2016,2100,008,0.00, ,0, ,9.6, ,46.2, ,90, ,2.5, 
6,Davis,Sacramento Valley,1/8/2016,2200,008,0.00, ,0, ,9.6, ,45.6, ,93, ,2.0, 
6,Davis,Sacramento Valley,1/8/2016,2300,008,0.02, ,0, ,9.8, ,46.0, ,93, ,1.8, 
6,Davis,Sacramento Valley,1/8/2016,2400,008,0.00, ,0, ,9.9, ,46.1, ,93, ,3.3, 
6,Davis,Sacramento Valley,1/9/2016,0100,009,0.04, ,0, ,9.9, ,45.8, ,94, ,4.7, 
6,Davis,Sacramento Valley,1/9/2016,0200,009,0.06, ,0, ,10.0, ,45.4, ,97, ,4.9, 
6,Davis,Sacramento Valley,1/9/2016,0300,009,0.01, ,0, ,10.1, ,45.2, ,98, ,4.4, 
6,Davis,Sacramento Valley,1/9/2016,0400,009,0.00, ,0, ,10.0, ,44.9, ,99, ,2.3, 
6,Davis,Sacramento Valley,1/9/2016,0500,009,0.00, ,0, ,10.1, ,44.9, ,99, ,2.6, 
6,Davis,Sacramento Valley,1/9/2016,0600,009,0.00, ,0, ,9.9, ,44.9, ,97, ,4.7, 
6,Davis,Sacramento Valley,1/9/2016,0700,009,0.00, ,0, ,9.7, ,44.7, ,97, ,3.8, 
6,Davis,Sacramento Valley,1/9/2016,0800,009,0.00, ,12, ,9.8, ,44.6, ,97, ,3.0, 
6,Davis,Sacramento Valley,1/9/2016,0900,009,0.00, ,99, ,9.9, ,45.7, ,95, ,3.6, 
6,Davis,Sacramento Valley,1/9/2016,1000,009,0.00, ,269, ,10.1, ,47.5, ,90, ,7.2, 
6,Davis,Sacramento Valley,1/9/2016,1100,009,0.00, ,316, ,10.2, ,49.4, ,85, ,6.5, 
6,Davis,Sacramento Valley,1/9/2016,1200,009,0.00, ,394, ,10.2, ,50.3, ,82, ,6.7, 
6,Davis,Sacramento Valley,1/9/2016,1300,009,0.00, ,385, ,10.2, ,51.2, ,79, ,8.9, 
6,Davis,Sacramento Valley,1/9/2016,1400,009,0.00, ,311, ,10.6, ,49.6, ,88, ,7.9, 
6,Davis,Sacramento Valley,1/9/2016,1500,009,0.00, ,163, ,10.0, ,50.7, ,79, ,7.5, 
6,Davis,Sacramento Valley,1/9/2016,1600,009,0.00, ,145, ,10.4, ,51.1, ,81, ,7.0, 
6,Davis,Sacramento Valley,1/9/2016,1700,009,0.00, ,27, ,10.3, ,51.4, ,80, ,2.5, 
6,Davis,Sacramento Valley,1/9/2016,1800,009,0.00, ,0, ,10.9, ,49.9, ,89, ,2.7, 
6,Davis,Sacramento Valley,1/9/2016,1900,009,0.00, ,0, ,11.1, ,48.8, ,94, ,1.8, 
6,Davis,Sacramento Valley,1/9/2016,2000,009,0.00, ,0, ,11.1, ,48.5, ,95, ,4.3, 
6,Davis,Sacramento Valley,1/9/2016,2100,009,0.00, ,0, ,11.1, ,48.3, ,96, ,4.1, 
6,Davis,Sacramento Valley,1/9/2016,2200,009,0.02, ,0, ,11.2, ,48.1, ,98, ,3.7, 
6,Davis,Sacramento Valley,1/9/2016,2300,009,0.02, ,0, ,11.4, ,48.0, ,100, ,4.9, 
6,Davis,Sacramento Valley,1/9/2016,2400,009,0.01, ,0, ,11.4, ,48.1, ,100, ,5.7, 
6,Davis,Sacramento Valley,1/10/2016,0100,010,0.00, ,0, ,11.4, ,48.1, ,100, ,4.5, 
6,Davis,Sacramento Valley,1/10/2016,0200,010,0.00, ,0, ,11.4, ,48.0, ,100, ,4.0, 
6,Davis,Sacramento Valley,1/10/2016,0300,010,0.00, ,0, ,11.3, ,47.9, ,100, ,5.5, 
6,Davis,Sacramento Valley,1/10/2016,0400,010,0.00, ,0, ,11.4, ,48.0, ,100, ,7.1, 
6,Davis,Sacramento Valley,1/10/2016,0500,010,0.00, ,0, ,11.3, ,47.7, ,100, ,7.5, 
6,Davis,Sacramento Valley,1/10/2016,0600,010,0.00, ,0, ,11.2, ,47.6, ,100, ,7.7, 
6,Davis,Sacramento Valley,1/10/2016,0700,010,0.00, ,0, ,10.9, ,47.0, ,100, ,7.5, 
6,Davis,Sacramento Valley,1/10/2016,0800,010,0.00, ,6, ,10.7, ,46.7, ,99, ,5.7, 
6,Davis,Sacramento Valley,1/10/2016,0900,010,0.00, ,42, ,10.6, ,46.8, ,97, ,5.1, 
6,Davis,Sacramento Valley,1/10/2016,1000,010,0.00, ,118, ,10.4, ,47.5, ,93, ,5.9, 
6,Davis,Sacramento Valley,1/10/2016,1100,010,0.00, ,268, ,10.5, ,48.5, ,90, ,6.3, 
6,Davis,Sacramento Valley,1/10/2016,1200,010,0.00, ,541, ,10.8, ,50.3, ,87, ,5.7, 
6,Davis,Sacramento Valley,1/10/2016,1300,010,0.00, ,1027, ,11.1, ,52.9, ,81, ,5.7, 
6,Davis,Sacramento Valley,1/10/2016,1400,010,0.00, ,773, ,10.7, ,54.5, ,73, ,5.1, 
6,Davis,Sacramento Valley,1/10/2016,1500,010,0.00, ,743, ,10.4, ,55.6, ,69, ,5.4, 
6,Davis,Sacramento Valley,1/10/2016,1600,010,0.00, ,222, ,10.1, ,55.1, ,68, ,3.0, 
6,Davis,Sacramento Valley,1/10/2016,1700,010,0.00, ,50, ,10.2, ,54.1, ,71, ,3.0, 
6,Davis,Sacramento Valley,1/10/2016,1800,010,0.00, ,1, ,10.1, ,50.1, ,82, ,2.9, 
